"GEOID","County","Male_Population","Female_Population"
"48143","Erath County, Texas",21007,21781
"48145","Falls County, Texas",8065,8948
"48147","Fannin County, Texas",19230,16822
"48149","Fayette County, Texas",12244,12320
"48151","Fisher County, Texas",1901,1779
"48153","Floyd County, Texas",2644,2742
"48155","Foard County, Texas",435,640
"48157","Fort Bend County, Texas",411621,420986
"48159","Franklin County, Texas",5452,4993
"48161","Freestone County, Texas",10221,9378
"48163","Frio County, Texas",11026,7125
"48165","Gaines County, Texas",10914,10609
"48167","Galveston County, Texas",173583,177218
"48169","Garza County, Texas",3485,2250
"48171","Gillespie County, Texas",13224,13729
"48173","Glasscock County, Texas",683,385
"48175","Goliad County, Texas",3522,3570
"48177","Gonzales County, Texas",10081,9655
"48179","Gray County, Texas",11382,9890
"48181","Grayson County, Texas",67315,69693
"48183","Gregg County, Texas",60840,63405
"48185","Grimes County, Texas",15894,13548
"48187","Guadalupe County, Texas",86706,87122
"48189","Hale County, Texas",16851,15674
"48191","Hall County, Texas",1371,1476
"48193","Hamilton County, Texas",4103,4141
"48195","Hansford County, Texas",2780,2490
"48197","Hardeman County, Texas",1837,1704
"48199","Hardin County, Texas",27727,28849
"48201","Harris County, Texas",2359415,2366762
"48203","Harrison County, Texas",33790,35308
"48205","Hartley County, Texas",3055,2314
"48207","Haskell County, Texas",2878,2530
"48209","Hays County, Texas",122589,122762
"48211","Hemphill County, Texas",1911,1460
"48213","Henderson County, Texas",40851,41776
"48215","Hidalgo County, Texas",431639,441528
"48217","Hill County, Texas",18161,17977
"48219","Hockley County, Texas",10775,10720
"48221","Hood County, Texas",30357,32102
"48223","Hopkins County, Texas",18359,18649
"48225","Houston County, Texas",12021,10086
"48227","Howard County, Texas",19633,14855
"48229","Hudspeth County, Texas",2027,1302
"48231","Hunt County, Texas",50144,51452
"48233","Hutchinson County, Texas",10552,10043
"48235","Irion County, Texas",748,813
"48237","Jack County, Texas",4774,3814
"48239","Jackson County, Texas",7470,7540
"48241","Jasper County, Texas",16240,16792
"48243","Jeff Davis County, Texas",1106,886
"48245","Jefferson County, Texas",131138,123804
"48247","Jim Hogg County, Texas",2515,2315
"48249","Jim Wells County, Texas",19461,19599
"48251","Johnson County, Texas",92223,90467
"48253","Jones County, Texas",12581,7177
"48255","Karnes County, Texas",8705,6100
"48257","Kaufman County, Texas",74364,75409
"48259","Kendall County, Texas",22351,23025
"48261","Kenedy County, Texas",69,47
"48263","Kent County, Texas",323,312
"48265","Kerr County, Texas",25725,27085
"48267","Kimble County, Texas",2161,2155
"48269","King County, Texas",113,103
"48271","Kinney County, Texas",1947,1210
"48273","Kleberg County, Texas",15582,15278
"48275","Knox County, Texas",1629,1704
"48277","Lamar County, Texas",24449,25700
"48279","Lamb County, Texas",6523,6501
"48281","Lampasas County, Texas",11019,10810
"48283","La Salle County, Texas",4303,2662
"48285","Lavaca County, Texas",10068,10311
"48287","Lee County, Texas",8665,8878
"48289","Leon County, Texas",7918,8010
"48291","Liberty County, Texas",46504,47019
"48293","Limestone County, Texas",11315,10907
"48295","Lipscomb County, Texas",1386,1652
"48297","Live Oak County, Texas",6118,5256
"48299","Llano County, Texas",10332,11305
"48301","Loving County, Texas",51,45
"48303","Lubbock County, Texas",154200,157309
"48305","Lynn County, Texas",2912,2707
"48307","McCulloch County, Texas",3917,3721
"48309","McLennan County, Texas",128169,132921
"48311","McMullen County, Texas",296,374
"48313","Madison County, Texas",7679,5877
"48315","Marion County, Texas",4724,4944
"48317","Martin County, Texas",2833,2395
"48319","Mason County, Texas",1977,1982
"48321","Matagorda County, Texas",18259,17992
"48323","Maverick County, Texas",28883,28923
"48325","Medina County, Texas",26705,24727
"48327","Menard County, Texas",986,978
"48329","Midland County, Texas",86602,82791
"48331","Milam County, Texas",12359,12721
"48333","Mills County, Texas",2279,2222
"48335","Mitchell County, Texas",5054,3893
"48337","Montague County, Texas",9818,10379
"48339","Montgomery County, Texas",314216,315773
"48341","Moore County, Texas",11073,10211
"48343","Morris County, Texas",5675,6318
"48345","Motley County, Texas",639,584
"48347","Nacogdoches County, Texas",31302,33466
"48349","Navarro County, Texas",26564,26270
"48351","Newton County, Texas",6175,6158
"48353","Nolan County, Texas",7429,7228
"48355","Nueces County, Texas",176105,177140
"48357","Ochiltree County, Texas",4994,4930
"48359","Oldham County, Texas",1284,887
"48361","Orange County, Texas",42264,42497
"48363","Palo Pinto County, Texas",14050,14519
"48365","Panola County, Texas",11276,11264
"48367","Parker County, Texas",75827,75361
"48369","Parmer County, Texas",5140,4669
"48371","Pecos County, Texas",8469,6645
"48373","Polk County, Texas",27262,23274
"48375","Potter County, Texas",60843,57062
"48377","Presidio County, Texas",3029,3139
"48379","Rains County, Texas",6127,6130
"48381","Randall County, Texas",70037,71452
"48383","Reagan County, Texas",1697,1611
"48385","Real County, Texas",1324,1506
"48387","Red River County, Texas",5656,5971
"48389","Reeves County, Texas",8530,5492
"48391","Refugio County, Texas",3179,3539
"48393","Roberts County, Texas",422,342
"48395","Robertson County, Texas",8398,8514
"48397","Rockwall County, Texas",55091,55540
"48399","Runnels County, Texas",4976,4882
"48401","Rusk County, Texas",28432,24323
"48403","Sabine County, Texas",4989,4991
"48405","San Augustine County, Texas",3828,4092
"48407","San Jacinto County, Texas",13794,13872
"48409","San Patricio County, Texas",35185,33757
"48411","San Saba County, Texas",3086,2693
"48413","Schleicher County, Texas",1181,1293
"48415","Scurry County, Texas",9084,7799
"48417","Shackelford County, Texas",1583,1551
"48419","Shelby County, Texas",12094,12063
"48421","Sherman County, Texas",1188,1226
"48423","Smith County, Texas",113874,120793
"48425","Somervell County, Texas",4573,4764
"48427","Starr County, Texas",32196,33520
"48429","Stephens County, Texas",4997,4263
"48431","Sterling County, Texas",737,655
"48433","Stonewall County, Texas",681,650
"48435","Sutton County, Texas",1651,1694
"48437","Swisher County, Texas",3848,3141
"48439","Tarrant County, Texas",1041366,1072488
"48441","Taylor County, Texas",70009,73020
"48443","Terrell County, Texas",501,361
"48445","Terry County, Texas",6456,5360
"48447","Throckmorton County, Texas",773,666
"48449","Titus County, Texas",15601,15700
"48451","Tom Green County, Texas",59736,59540
"48453","Travis County, Texas",658063,630991
"48455","Trinity County, Texas",6786,6949
"48457","Tyler County, Texas",10828,9134
"48459","Upshur County, Texas",20514,20747
"48461","Upton County, Texas",1640,1644
"48463","Uvalde County, Texas",12409,12424
"48465","Val Verde County, Texas",24643,23050
"48467","Van Zandt County, Texas",29603,30450
"48469","Victoria County, Texas",44940,46269
"48471","Walker County, Texas",45638,31544
"48473","Waller County, Texas",28521,28942
"48475","Ward County, Texas",5732,5615
"48477","Washington County, Texas",17609,18198
"48479","Webb County, Texas",132495,134787
"48481","Wharton County, Texas",20761,20853
"48483","Wheeler County, Texas",2580,2400
"48485","Wichita County, Texas",67086,62498
"48487","Wilbarger County, Texas",6305,6490
"48489","Willacy County, Texas",11047,9261
"48491","Williamson County, Texas",307076,310320
"48493","Wilson County, Texas",25470,24911
"48495","Winkler County, Texas",3925,3657
"48497","Wise County, Texas",35479,34583
"48499","Wood County, Texas",22754,22587
"48501","Yoakum County, Texas",3576,4054
"48503","Young County, Texas",8822,9081
"48505","Zapata County, Texas",6953,6943
"48507","Zavala County, Texas",5101,4599
"49001","Beaver County, Utah",3814,3288
"49003","Box Elder County, Utah",29874,28417
"49005","Cache County, Utah",67593,66835
"49007","Carbon County, Utah",10219,10119
"49009","Daggett County, Utah",366,272
"49011","Davis County, Utah",184446,178586
"49013","Duchesne County, Utah",10004,9775
"49015","Emery County, Utah",5036,4862
"49017","Garfield County, Utah",2635,2486
"49019","Grand County, Utah",4947,4733
"49021","Iron County, Utah",29210,28858
"49023","Juab County, Utah",6287,5656
"49025","Kane County, Utah",3897,3917
"49027","Millard County, Utah",6703,6324
"49029","Morgan County, Utah",6417,5950
"49031","Piute County, Utah",940,824
"49033","Rich County, Utah",1287,1256
"49035","Salt Lake County, Utah",597700,582943
"49037","San Juan County, Utah",7293,7231
"49039","Sanpete County, Utah",15325,13491
"49041","Sevier County, Utah",11144,10523
"49043","Summit County, Utah",21971,20553
"49045","Tooele County, Utah",37722,36310
"49047","Uintah County, Utah",18211,17740
"49049","Utah County, Utah",338404,327617
"49051","Wasatch County, Utah",17880,17129
"49053","Washington County, Utah",91287,92010
"49055","Wayne County, Utah",1299,1233
"49057","Weber County, Utah",133298,129662
"50001","Addison County, Vermont",18716,18718
"50003","Bennington County, Vermont",18243,19083
"50005","Caledonia County, Vermont",15313,15105
"50007","Chittenden County, Vermont",83053,85256
"50009","Essex County, Vermont",3024,2952
"50011","Franklin County, Vermont",25212,24889
"50013","Grand Isle County, Vermont",3767,3568
"50015","Lamoille County, Vermont",13023,12954
"50017","Orange County, Vermont",14820,14619
"50019","Orleans County, Vermont",13899,13560
"50021","Rutland County, Vermont",30326,30259
"50023","Washington County, Vermont",29775,29993
"50025","Windham County, Vermont",22648,23209
"50027","Windsor County, Vermont",28520,29312
"51001","Accomack County, Virginia",16257,17110
"51003","Albemarle County, Virginia",54068,58445
"51005","Alleghany County, Virginia",7501,7658
"51007","Amelia County, Virginia",6531,6778
"51009","Amherst County, Virginia",14973,16453
"51011","Appomattox County, Virginia",7910,8343
"51013","Arlington County, Virginia",119030,116815
"51015","Augusta County, Virginia",39547,37886
"51017","Bath County, Virginia",2073,2104
"51019","Bedford County, Virginia",39452,40309
"51021","Bland County, Virginia",3540,2701
"51023","Botetourt County, Virginia",16820,16914
"51025","Brunswick County, Virginia",8513,7452
"51027","Buchanan County, Virginia",10504,9742
"51029","Buckingham County, Virginia",9405,7464
"51031","Campbell County, Virginia",27091,28427
"51033","Caroline County, Virginia",15457,15724
"51035","Carroll County, Virginia",14335,14791
"51036","Charles City County, Virginia",3362,3398
"51037","Charlotte County, Virginia",5865,5698
"51041","Chesterfield County, Virginia",177338,188681
"51043","Clarke County, Virginia",7353,7529
"51045","Craig County, Virginia",2446,2452
"51047","Culpeper County, Virginia",26404,26418
"51049","Cumberland County, Virginia",4887,4810
"51051","Dickenson County, Virginia",7165,6924
"51053","Dinwiddie County, Virginia",14111,13946
"51057","Essex County, Virginia",4988,5614
"51059","Fairfax County, Virginia",573140,572214
"51061","Fauquier County, Virginia",36589,36701
"51063","Floyd County, Virginia",7649,7883
"51065","Fluvanna County, Virginia",12811,14631
"51067","Franklin County, Virginia",27147,27691
"51069","Frederick County, Virginia",46279,45728
"51071","Giles County, Virginia",8254,8457
"51073","Gloucester County, Virginia",19309,19566
"51075","Goochland County, Virginia",12404,12502
"51077","Grayson County, Virginia",8064,7292
"51079","Greene County, Virginia",9860,10771
"51081","Greensville County, Virginia",6951,4422
"51083","Halifax County, Virginia",16334,17679
"51085","Hanover County, Virginia",54636,55877
"51087","Henrico County, Virginia",159152,173968
"51089","Henry County, Virginia",24420,26340
"51091","Highland County, Virginia",1034,1213
"51093","Isle of Wight County, Virginia",19422,19476
"51095","James City County, Virginia",38132,40686
"51097","King and Queen County, Virginia",3485,3196
"51099","King George County, Virginia",13719,13266
"51101","King William County, Virginia",8842,9003
"51103","Lancaster County, Virginia",5325,5541
"51105","Lee County, Virginia",11812,10475
"51107","Loudoun County, Virginia",210848,209925
"51109","Louisa County, Virginia",19078,19028
"51111","Lunenburg County, Virginia",6285,5703
"51113","Madison County, Virginia",6764,7064
"51115","Mathews County, Virginia",4124,4413
"51117","Mecklenburg County, Virginia",15032,15335
"51119","Middlesex County, Virginia",5360,5378
"51121","Montgomery County, Virginia",51542,47831
"51125","Nelson County, Virginia",7463,7310
"51127","New Kent County, Virginia",12186,11110
"51131","Northampton County, Virginia",5722,6410
"51133","Northumberland County, Virginia",5555,6452
"51135","Nottoway County, Virginia",8295,7343
"51137","Orange County, Virginia",18178,18415
"51139","Page County, Virginia",11987,11766
"51141","Patrick County, Virginia",8930,8730
"51143","Pittsylvania County, Virginia",30142,30399
"51145","Powhatan County, Virginia",16003,14500
"51147","Prince Edward County, Virginia",11433,10489
"51149","Prince George County, Virginia",23947,18687
"51153","Prince William County, Virginia",242456,238658
"51155","Pulaski County, Virginia",17127,16714
"51157","Rappahannock County, Virginia",3746,3676
"51159","Richmond County, Virginia",5035,3933
"51161","Roanoke County, Virginia",46725,49928
"51163","Rockbridge County, Virginia",11175,11498
"51165","Rockingham County, Virginia",41490,42415
"51167","Russell County, Virginia",12869,12894
"51169","Scott County, Virginia",10954,10582
"51171","Shenandoah County, Virginia",21907,22430
"51173","Smyth County, Virginia",14783,15016
"51175","Southampton County, Virginia",9450,8553
"51177","Spotsylvania County, Virginia",70013,71084
"51179","Stafford County, Virginia",79848,77758
"51181","Surry County, Virginia",3285,3261
"51183","Sussex County, Virginia",6320,4546
"51185","Tazewell County, Virginia",20128,20264
"51187","Warren County, Virginia",20570,20230
"51191","Washington County, Virginia",26961,27024
"51193","Westmoreland County, Virginia",8916,9564
"51195","Wise County, Virginia",18850,17255
"51197","Wythe County, Virginia",13968,14307
"51199","York County, Virginia",34866,35372
"51510","Alexandria city, Virginia",76589,81005
"51520","Bristol city, Virginia",8213,8823
"51530","Buena Vista city, Virginia",3128,3511
"51540","Charlottesville city, Virginia",22528,23761
"51550","Chesapeake city, Virginia",122672,126705
"51570","Colonial Heights city, Virginia",8304,9854
"51580","Covington city, Virginia",2716,3006
"51590","Danville city, Virginia",19496,23011
"51595","Emporia city, Virginia",2531,3149
"51600","Fairfax city, Virginia",11945,12297
"51610","Falls Church city, Virginia",7274,7302
"51620","Franklin city, Virginia",3921,4273
"51630","Fredericksburg city, Virginia",13202,15056
"51640","Galax city, Virginia",2976,3711
"51650","Hampton city, Virginia",66248,70969
"51660","Harrisonburg city, Virginia",25035,26749
"51670","Hopewell city, Virginia",10827,12219
"51678","Lexington city, Virginia",4285,3061
"51680","Lynchburg city, Virginia",36991,42175
"51683","Manassas city, Virginia",21632,20988
"51685","Manassas Park city, Virginia",8685,8438
"51690","Martinsville city, Virginia",6349,7190
"51700","Newport News city, Virginia",90193,94925
"51710","Norfolk city, Virginia",120733,116240
"51720","Norton city, Virginia",1692,1976
"51730","Petersburg city, Virginia",15163,18098
"51735","Poquoson city, Virginia",6277,6202
"51740","Portsmouth city, Virginia",46879,50505
"51750","Radford city, Virginia",7411,8968
"51760","Richmond city, Virginia",108032,119139
"51770","Roanoke city, Virginia",46791,52422
"51775","Salem city, Virginia",12187,13185
"51790","Staunton city, Virginia",11715,13866
"51800","Suffolk city, Virginia",46381,48475
"51810","Virginia Beach city, Virginia",225616,232284
"51820","Waynesboro city, Virginia",10995,11346
"51830","Williamsburg city, Virginia",7277,8209
"51840","Winchester city, Virginia",13874,14229
"53001","Adams County, Washington",10509,10048
"53003","Asotin County, Washington",11031,11339
"53005","Benton County, Washington",104632,102928
"53007","Chelan County, Washington",39895,39181
"53009","Clallam County, Washington",38422,38911
"53011","Clark County, Washington",250981,253110
"53013","Columbia County, Washington",1962,2018
"53015","Cowlitz County, Washington",55417,55204
"53017","Douglas County, Washington",22349,20840
"53019","Ferry County, Washington",3645,3615
"53021","Franklin County, Washington",49955,46737
"53023","Garfield County, Washington",1174,1136
"53025","Grant County, Washington",50580,48565
"53027","Grays Harbor County, Washington",39090,36582
"53029","Island County, Washington",43409,43101
"53031","Jefferson County, Washington",16189,16817
"53033","King County, Washington",1143593,1110778
"53035","Kitsap County, Washington",141665,133746
"53037","Kittitas County, Washington",22385,22039
"53039","Klickitat County, Washington",11635,11163
"53041","Lewis County, Washington",41896,40767
"53043","Lincoln County, Washington",5587,5449
"53045","Mason County, Washington",34458,31595
"53047","Okanogan County, Washington",21632,20704
"53049","Pacific County, Washington",11714,11682
"53051","Pend Oreille County, Washington",7057,6513
"53053","Pierce County, Washington",462489,456504
"53055","San Juan County, Washington",8850,9151
"53057","Skagit County, Washington",64614,64866
"53059","Skamania County, Washington",5996,6122
"53061","Snohomish County, Washington",418342,409995
"53063","Spokane County, Washington",269376,269335
"53065","Stevens County, Washington",23444,23330
"53067","Thurston County, Washington",145124,149148
"53069","Wahkiakum County, Washington",2276,2200
"53071","Walla Walla County, Washington",31276,30874
"53073","Whatcom County, Washington",112654,113869
"53075","Whitman County, Washington",23954,23187
"53077","Yakima County, Washington",128661,127482
"54001","Barbour County, West Virginia",7620,7907
"54003","Berkeley County, West Virginia",61697,61586
"54005","Boone County, West Virginia",10931,10774
"54007","Braxton County, West Virginia",6406,6099
"54009","Brooke County, West Virginia",11092,11257
"54011","Cabell County, West Virginia",45862,48103
"54013","Calhoun County, West Virginia",3004,3275
"54015","Clay County, West Virginia",4017,4032
"54017","Doddridge County, West Virginia",4475,3372
"54019","Fayette County, West Virginia",20365,20180
"54021","Gilmer County, West Virginia",4491,2953
"54023","Grant County, West Virginia",5564,5470
"54025","Greenbrier County, West Virginia",16010,16985
"54027","Hampshire County, West Virginia",11985,11290
"54029","Hancock County, West Virginia",14208,14699
"54031","Hardy County, West Virginia",7457,6792
"54033","Harrison County, West Virginia",32548,33314
"54035","Jackson County, West Virginia",13896,13972
"54037","Jefferson County, West Virginia",28953,29090
"54039","Kanawha County, West Virginia",87343,92552
"54041","Lewis County, West Virginia",8494,8426
"54043","Lincoln County, West Virginia",10127,10283
"54045","Logan County, West Virginia",16054,16296
"54047","McDowell County, West Virginia",9428,9483
"54049","Marion County, West Virginia",28068,28126
"54051","Marshall County, West Virginia",15540,14969
"54053","Mason County, West Virginia",12579,12909
"54055","Mercer County, West Virginia",28719,30811
"54057","Mineral County, West Virginia",13393,13564
"54059","Mingo County, West Virginia",11577,11889
"54061","Monongalia County, West Virginia",54753,51235
"54063","Monroe County, West Virginia",6210,6228
"54065","Morgan County, West Virginia",8783,8454
"54067","Nicholas County, West Virginia",12465,12159
"54069","Ohio County, West Virginia",20497,21727
"54071","Pendleton County, West Virginia",3178,2978
"54073","Pleasants County, West Virginia",4269,3353
"54075","Pocahontas County, West Virginia",4133,3807
"54077","Preston County, West Virginia",18139,16067
"54079","Putnam County, West Virginia",28611,28736
"54081","Raleigh County, West Virginia",37402,36901
"54083","Randolph County, West Virginia",14750,13255
"54085","Ritchie County, West Virginia",4288,4219
"54087","Roane County, West Virginia",7016,7011
"54089","Summers County, West Virginia",5650,6335
"54091","Taylor County, West Virginia",8283,8319
"54093","Tucker County, West Virginia",3402,3345
"54095","Tyler County, West Virginia",4173,4163
"54097","Upshur County, West Virginia",12038,11837
"54099","Wayne County, West Virginia",19098,19835
"54101","Webster County, West Virginia",4168,4194
"54103","Wetzel County, West Virginia",7168,7263
"54105","Wirt County, West Virginia",2560,2642
"54107","Wood County, West Virginia",41185,43087
"54109","Wyoming County, West Virginia",10650,10587
"55001","Adams County, Wisconsin",11207,9523
"55003","Ashland County, Wisconsin",8256,7785
"55005","Barron County, Wisconsin",23605,23078
"55007","Bayfield County, Wisconsin",8299,7915
"55009","Brown County, Wisconsin",134295,134098
"55011","Buffalo County, Wisconsin",6755,6574
"55013","Burnett County, Wisconsin",8572,7989
"55015","Calumet County, Wisconsin",26565,25796
"55017","Chippewa County, Wisconsin",34577,31677
"55019","Clark County, Wisconsin",17683,17020
"55021","Columbia County, Wisconsin",29998,28274
"55023","Crawford County, Wisconsin",8405,7718
"55025","Dane County, Wisconsin",280540,279351
"55027","Dodge County, Wisconsin",46897,42135
"55029","Door County, Wisconsin",14848,15190
"55031","Douglas County, Wisconsin",22256,21836
"55033","Dunn County, Wisconsin",22829,22392
"55035","Eau Claire County, Wisconsin",52562,53135
"55037","Florence County, Wisconsin",2337,2237
"55039","Fond du Lac County, Wisconsin",51551,52476
"55041","Forest County, Wisconsin",4642,4597
"55043","Grant County, Wisconsin",26948,24894
"55045","Green County, Wisconsin",18682,18384
"55047","Green Lake County, Wisconsin",9640,9453
"55049","Iowa County, Wisconsin",12060,11706
"55051","Iron County, Wisconsin",3115,3021
"55053","Jackson County, Wisconsin",11303,9655
"55055","Jefferson County, Wisconsin",43406,42526
"55057","Juneau County, Wisconsin",14477,12218
"55059","Kenosha County, Wisconsin",83870,84823
"55061","Kewaunee County, Wisconsin",10527,10043
"55063","La Crosse County, Wisconsin",59025,61191
"55065","Lafayette County, Wisconsin",8538,8178
"55067","Langlade County, Wisconsin",9907,9605
"55069","Lincoln County, Wisconsin",14353,14049
"55071","Manitowoc County, Wisconsin",40886,40356
"55073","Marathon County, Wisconsin",69713,68107
"55075","Marinette County, Wisconsin",21241,20586
"55077","Marquette County, Wisconsin",8034,7585
"55078","Menominee County, Wisconsin",2185,2094
"55079","Milwaukee County, Wisconsin",454480,478583
"55081","Monroe County, Wisconsin",23692,22516
"55083","Oconto County, Wisconsin",20030,19018
"55085","Oneida County, Wisconsin",19161,18638
"55087","Outagamie County, Wisconsin",95875,94736
"55089","Ozaukee County, Wisconsin",45566,46179
"55091","Pepin County, Wisconsin",3781,3582
"55093","Pierce County, Wisconsin",20984,21203
"55095","Polk County, Wisconsin",23028,22100
"55097","Portage County, Wisconsin",35832,34449
"55099","Price County, Wisconsin",7248,6818
"55101","Racine County, Wisconsin",97957,99111
"55103","Richland County, Wisconsin",8600,8656
"55105","Rock County, Wisconsin",81542,82275
"55107","Rusk County, Wisconsin",7221,6958
"55109","St. Croix County, Wisconsin",47359,46393
"55111","Sauk County, Wisconsin",32918,32746
"55113","Sawyer County, Wisconsin",9371,8686
"55115","Shawano County, Wisconsin",20589,20259
"55117","Sheboygan County, Wisconsin",59860,57881
"55119","Taylor County, Wisconsin",10203,9776
"55121","Trempealeau County, Wisconsin",15606,15073
"55123","Vernon County, Wisconsin",15666,15145
"55125","Vilas County, Wisconsin",12045,11101
"55127","Walworth County, Wisconsin",52922,52205
"55129","Washburn County, Wisconsin",8400,8285
"55131","Washington County, Wisconsin",68585,68257
"55133","Waukesha County, Wisconsin",202216,205074
"55135","Waupaca County, Wisconsin",26448,25374
"55137","Waushara County, Wisconsin",13129,11543
"55139","Winnebago County, Wisconsin",87117,84080
"55141","Wood County, Wisconsin",36742,37396
"56001","Albany County, Wyoming",19594,17931
"56003","Big Horn County, Wyoming",6006,5684
"56005","Campbell County, Wyoming",24226,22631
"56007","Carbon County, Wyoming",7857,6752
"56009","Converse County, Wyoming",7066,6663
"56011","Crook County, Wyoming",3634,3624
"56013","Fremont County, Wyoming",19959,19443
"56015","Goshen County, Wyoming",6594,5998
"56017","Hot Springs County, Wyoming",2317,2299
"56019","Johnson County, Wyoming",4406,4130
"56021","Laramie County, Wyoming",51152,49164
"56023","Lincoln County, Wyoming",10134,9660
"56025","Natrona County, Wyoming",40147,39359
"56027","Niobrara County, Wyoming",1056,1404
"56029","Park County, Wyoming",14832,15046
"56031","Platte County, Wyoming",4406,4212
"56033","Sheridan County, Wyoming",15564,15612
"56035","Sublette County, Wyoming",4769,4032
"56037","Sweetwater County, Wyoming",21793,20286
"56039","Teton County, Wyoming",12114,11232
"56041","Uinta County, Wyoming",10446,10100
"56043","Washakie County, Wyoming",4045,3680
"56045","Weston County, Wyoming",3718,3152
"72001","Adjuntas Municipio, Puerto Rico",8771,9201
"72003","Aguada Municipio, Puerto Rico",18528,19470
"72005","Aguadilla Municipio, Puerto Rico",26561,28191
"72007","Aguas Buenas Municipio, Puerto Rico",11650,12486
"72009","Aibonito Municipio, Puerto Rico",11721,12834
"72011","Añasco Municipio, Puerto Rico",12290,13207
"72013","Arecibo Municipio, Puerto Rico",41535,45682
"72015","Arroyo Municipio, Puerto Rico",7286,8511
"72017","Barceloneta Municipio, Puerto Rico",10661,11943
"72019","Barranquitas Municipio, Puerto Rico",14172,14727
"72021","Bayamón Municipio, Puerto Rico",86344,97982
"72023","Cabo Rojo Municipio, Puerto Rico",22203,24780
"72025","Caguas Municipio, Puerto Rico",58659,68113
"72027","Camuy Municipio, Puerto Rico",15525,17208
"72029","Canóvanas Municipio, Puerto Rico",20223,21995
"72031","Carolina Municipio, Puerto Rico",70159,83967
"72033","Cataño Municipio, Puerto Rico",10835,12225
"72035","Cayey Municipio, Puerto Rico",19849,21660
"72037","Ceiba Municipio, Puerto Rico",5336,5920
"72039","Ciales Municipio, Puerto Rico",8182,8742
"72041","Cidra Municipio, Puerto Rico",19204,20627
"72043","Coamo Municipio, Puerto Rico",16740,17817
"72045","Comerío Municipio, Puerto Rico",9387,9430
"72047","Corozal Municipio, Puerto Rico",16609,17850
"72049","Culebra Municipio, Puerto Rico",657,529
"72051","Dorado Municipio, Puerto Rico",17336,18450
"72053","Fajardo Municipio, Puerto Rico",14869,17115
"72054","Florida Municipio, Puerto Rico",5440,6201
"72055","Guánica Municipio, Puerto Rico",6745,6937
"72057","Guayama Municipio, Puerto Rico",18036,18329
"72059","Guayanilla Municipio, Puerto Rico",8345,9325
"72061","Guaynabo Municipio, Puerto Rico",42015,47539
"72063","Gurabo Municipio, Puerto Rico",19038,21479
"72065","Hatillo Municipio, Puerto Rico",18284,20046
"72067","Hormigueros Municipio, Puerto Rico",7199,8372
"72069","Humacao Municipio, Puerto Rico",23923,26806
"72071","Isabela Municipio, Puerto Rico",20828,21989
"72073","Jayuya Municipio, Puerto Rico",7200,7526
"72075","Juana Díaz Municipio, Puerto Rico",21969,24364
"72077","Juncos Municipio, Puerto Rico",17508,19420
"72079","Lajas Municipio, Puerto Rico",11226,11976
"72081","Lares Municipio, Puerto Rico",13803,14187
"72083","Las Marías Municipio, Puerto Rico",4369,4457
"72085","Las Piedras Municipio, Puerto Rico",16780,18319
"72087","Loíza Municipio, Puerto Rico",10956,12624
"72089","Luquillo Municipio, Puerto Rico",8285,9431
"72091","Manatí Municipio, Puerto Rico",18355,20955
"72093","Maricao Municipio, Puerto Rico",2573,2781
"72095","Maunabo Municipio, Puerto Rico",5204,5359
"72097","Mayagüez Municipio, Puerto Rico",34773,37948
"72099","Moca Municipio, Puerto Rico",18235,19128
"72101","Morovis Municipio, Puerto Rico",14190,14469
"72103","Naguabo Municipio, Puerto Rico",10947,12393
"72105","Naranjito Municipio, Puerto Rico",14714,14439
"72107","Orocovis Municipio, Puerto Rico",10669,10709
"72109","Patillas Municipio, Puerto Rico",7633,8294
"72111","Peñuelas Municipio, Puerto Rico",9811,10487
"72113","Ponce Municipio, Puerto Rico",65105,71437
"72115","Quebradillas Municipio, Puerto Rico",11416,12124
"72117","Rincón Municipio, Puerto Rico",7052,8112
"72119","Río Grande Municipio, Puerto Rico",22429,24409
"72121","Sabana Grande Municipio, Puerto Rico",10557,12082
"72123","Salinas Municipio, Puerto Rico",12387,13301
"72125","San Germán Municipio, Puerto Rico",15405,16275
"72127","San Juan Municipio, Puerto Rico",155775,185128
"72129","San Lorenzo Municipio, Puerto Rico",18251,19301
"72131","San Sebastián Municipio, Puerto Rico",19051,20132
"72133","Santa Isabel Municipio, Puerto Rico",9702,10505
"72135","Toa Alta Municipio, Puerto Rico",31901,34798
"72137","Toa Baja Municipio, Puerto Rico",34740,40114
"72139","Trujillo Alto Municipio, Puerto Rico",31572,35925
"72141","Utuado Municipio, Puerto Rico",13590,14565
"72143","Vega Alta Municipio, Puerto Rico",16928,18351
"72145","Vega Baja Municipio, Puerto Rico",25849,28333
"72147","Vieques Municipio, Puerto Rico",4179,4020
"72149","Villalba Municipio, Puerto Rico",10634,11350
"72151","Yabucoa Municipio, Puerto Rico",14624,15689
"72153","Yauco Municipio, Puerto Rico",16176,17812
